"cboocupacao2002";"nome_cbo_ocupacao";"cbo_grande_grupo";"cbo_subgrupo_principal";"cbo_subgrupo";"cbo_familia";"nome_cbo_grandegrupo";"nome_cbo_subgrupo_principal";"nome_cbo_subgrupo";"nome_cbo_familia"
"775115";"Lustrador de peças de madeira";"7";"77";"775";"7751";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DAS INDÚSTRIAS DE MADEIRA E DO MOBILIÁRIO";"TRABALHADORES EM ACABAMENTO DE MADEIRA E DE MOBILIÁRIO";"Trabalhadores de arte e  do acabamento em madeira do mobiliário"
"775120";"Marcheteiro";"7";"77";"775";"7751";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DAS INDÚSTRIAS DE MADEIRA E DO MOBILIÁRIO";"TRABALHADORES EM ACABAMENTO DE MADEIRA E DE MOBILIÁRIO";"Trabalhadores de arte e  do acabamento em madeira do mobiliário"
"776405";"Cesteiro";"7";"77";"776";"7764";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DAS INDÚSTRIAS DE MADEIRA E DO MOBILIÁRIO";"TRABALHADORES ARTESANAIS DA MADEIRA E DO MOBILIÁRIO";"Confeccionadores de artefatos de madeira, móveis de vime e afins"
"776410";"Confeccionador de escovas, pincéis e produtos similares (a mão)";"7";"77";"776";"7764";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DAS INDÚSTRIAS DE MADEIRA E DO MOBILIÁRIO";"TRABALHADORES ARTESANAIS DA MADEIRA E DO MOBILIÁRIO";"Confeccionadores de artefatos de madeira, móveis de vime e afins"
"776415";"Confeccionador de escovas, pincéis e produtos similares (a máquina)";"7";"77";"776";"7764";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DAS INDÚSTRIAS DE MADEIRA E DO MOBILIÁRIO";"TRABALHADORES ARTESANAIS DA MADEIRA E DO MOBILIÁRIO";"Confeccionadores de artefatos de madeira, móveis de vime e afins"
"776420";"Confeccionador de móveis de vime, junco e bambu";"7";"77";"776";"7764";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DAS INDÚSTRIAS DE MADEIRA E DO MOBILIÁRIO";"TRABALHADORES ARTESANAIS DA MADEIRA E DO MOBILIÁRIO";"Confeccionadores de artefatos de madeira, móveis de vime e afins"
"776425";"Esteireiro";"7";"77";"776";"7764";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DAS INDÚSTRIAS DE MADEIRA E DO MOBILIÁRIO";"TRABALHADORES ARTESANAIS DA MADEIRA E DO MOBILIÁRIO";"Confeccionadores de artefatos de madeira, móveis de vime e afins"
"776430";"Vassoureiro";"7";"77";"776";"7764";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DAS INDÚSTRIAS DE MADEIRA E DO MOBILIÁRIO";"TRABALHADORES ARTESANAIS DA MADEIRA E DO MOBILIÁRIO";"Confeccionadores de artefatos de madeira, móveis de vime e afins"
"777105";"Carpinteiro naval (construção de pequenas embarcações)";"7";"77";"777";"7771";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DAS INDÚSTRIAS DE MADEIRA E DO MOBILIÁRIO";"TRABALHADORES DA CARPINTARIA VEICULAR";"Carpinteiros navais"
"777110";"Carpinteiro naval (embarcações)";"7";"77";"777";"7771";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DAS INDÚSTRIAS DE MADEIRA E DO MOBILIÁRIO";"TRABALHADORES DA CARPINTARIA VEICULAR";"Carpinteiros navais"
"777115";"Carpinteiro naval (estaleiros)";"7";"77";"777";"7771";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DAS INDÚSTRIAS DE MADEIRA E DO MOBILIÁRIO";"TRABALHADORES DA CARPINTARIA VEICULAR";"Carpinteiros navais"
"777205";"Carpinteiro de carretas";"7";"77";"777";"7772";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DAS INDÚSTRIAS DE MADEIRA E DO MOBILIÁRIO";"TRABALHADORES DA CARPINTARIA VEICULAR";"Carpinteiros de carrocerias e carretas"
"777210";"Carpinteiro de carrocerias";"7";"77";"777";"7772";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DAS INDÚSTRIAS DE MADEIRA E DO MOBILIÁRIO";"TRABALHADORES DA CARPINTARIA VEICULAR";"Carpinteiros de carrocerias e carretas"
"780105";"Supervisor de embalagem e etiquetagem";"7";"78";"780";"7801";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"SUPERVISORES DE TRABALHADORES DE EMBALAGEM E ETIQUETAGEM";"Supervisores de trabalhadores de embalagem e etiquetagem"
"781105";"Condutor de processos robotizados de pintura";"7";"78";"781";"7811";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"OPERADORES DE ROBÔS E EQUIPAMENTOS ESPECIAIS";"Condutores de processos robotizados"
"781110";"Condutor de processos robotizados de soldagem";"7";"78";"781";"7811";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"OPERADORES DE ROBÔS E EQUIPAMENTOS ESPECIAIS";"Condutores de processos robotizados"
"781305";"Operador de veículos subaquáticos controlados remotamente";"7";"78";"781";"7813";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"OPERADORES DE ROBÔS E EQUIPAMENTOS ESPECIAIS";"Operadores de equipamentos pilotados remotamente"
"781310";"Operador de aeronaves não tripuladas";"7";"78";"781";"7813";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"OPERADORES DE ROBÔS E EQUIPAMENTOS ESPECIAIS";"Operadores de equipamentos pilotados remotamente"
"781705";"Mergulhador profissional (raso e profundo)";"7";"78";"781";"7817";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"OPERADORES DE ROBÔS E EQUIPAMENTOS ESPECIAIS";"Trabalhadores subaquáticos"
"782105";"Operador de draga";"7";"78";"782";"7821";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"CONDUTORES DE VEÍCULOS E OPERADORES DE EQUIPAMENTOS DE ELEVAÇÃO E DE MOVIMENTAÇÃO DE CARGAS";"Operadores de máquinas e equipamentos de elevação"
"782110";"Operador de guindaste (fixo)";"7";"78";"782";"7821";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"CONDUTORES DE VEÍCULOS E OPERADORES DE EQUIPAMENTOS DE ELEVAÇÃO E DE MOVIMENTAÇÃO DE CARGAS";"Operadores de máquinas e equipamentos de elevação"
"782115";"Operador de guindaste móvel";"7";"78";"782";"7821";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"CONDUTORES DE VEÍCULOS E OPERADORES DE EQUIPAMENTOS DE ELEVAÇÃO E DE MOVIMENTAÇÃO DE CARGAS";"Operadores de máquinas e equipamentos de elevação"
"782120";"Operador de máquina rodoferroviária";"7";"78";"782";"7821";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"CONDUTORES DE VEÍCULOS E OPERADORES DE EQUIPAMENTOS DE ELEVAÇÃO E DE MOVIMENTAÇÃO DE CARGAS";"Operadores de máquinas e equipamentos de elevação"
"782125";"Operador de monta-cargas (construção civil)";"7";"78";"782";"7821";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"CONDUTORES DE VEÍCULOS E OPERADORES DE EQUIPAMENTOS DE ELEVAÇÃO E DE MOVIMENTAÇÃO DE CARGAS";"Operadores de máquinas e equipamentos de elevação"
"782130";"Operador de ponte rolante";"7";"78";"782";"7821";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"CONDUTORES DE VEÍCULOS E OPERADORES DE EQUIPAMENTOS DE ELEVAÇÃO E DE MOVIMENTAÇÃO DE CARGAS";"Operadores de máquinas e equipamentos de elevação"
"782135";"Operador de pórtico rolante";"7";"78";"782";"7821";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"CONDUTORES DE VEÍCULOS E OPERADORES DE EQUIPAMENTOS DE ELEVAÇÃO E DE MOVIMENTAÇÃO DE CARGAS";"Operadores de máquinas e equipamentos de elevação"
"782140";"Operador de talha elétrica";"7";"78";"782";"7821";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"CONDUTORES DE VEÍCULOS E OPERADORES DE EQUIPAMENTOS DE ELEVAÇÃO E DE MOVIMENTAÇÃO DE CARGAS";"Operadores de máquinas e equipamentos de elevação"
"782145";"Sinaleiro (ponte-rolante)";"7";"78";"782";"7821";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"CONDUTORES DE VEÍCULOS E OPERADORES DE EQUIPAMENTOS DE ELEVAÇÃO E DE MOVIMENTAÇÃO DE CARGAS";"Operadores de máquinas e equipamentos de elevação"
"782205";"Guincheiro (construção civil)";"7";"78";"782";"7822";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"CONDUTORES DE VEÍCULOS E OPERADORES DE EQUIPAMENTOS DE ELEVAÇÃO E DE MOVIMENTAÇÃO DE CARGAS";"Operadores de equipamentos de movimentação de cargas"
"782210";"Operador de docagem";"7";"78";"782";"7822";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"CONDUTORES DE VEÍCULOS E OPERADORES DE EQUIPAMENTOS DE ELEVAÇÃO E DE MOVIMENTAÇÃO DE CARGAS";"Operadores de equipamentos de movimentação de cargas"
"782220";"Operador de empilhadeira";"7";"78";"782";"7822";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"CONDUTORES DE VEÍCULOS E OPERADORES DE EQUIPAMENTOS DE ELEVAÇÃO E DE MOVIMENTAÇÃO DE CARGAS";"Operadores de equipamentos de movimentação de cargas"
"782305";"Motorista de carro de passeio";"7";"78";"782";"7823";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"CONDUTORES DE VEÍCULOS E OPERADORES DE EQUIPAMENTOS DE ELEVAÇÃO E DE MOVIMENTAÇÃO DE CARGAS";"Motoristas de veículos de pequeno e médio porte"
"782310";"Motorista de furgão ou veículo similar";"7";"78";"782";"7823";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"CONDUTORES DE VEÍCULOS E OPERADORES DE EQUIPAMENTOS DE ELEVAÇÃO E DE MOVIMENTAÇÃO DE CARGAS";"Motoristas de veículos de pequeno e médio porte"
"782315";"Motorista de táxi";"7";"78";"782";"7823";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"CONDUTORES DE VEÍCULOS E OPERADORES DE EQUIPAMENTOS DE ELEVAÇÃO E DE MOVIMENTAÇÃO DE CARGAS";"Motoristas de veículos de pequeno e médio porte"
"782320";"Condutor de ambulância";"7";"78";"782";"7823";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"CONDUTORES DE VEÍCULOS E OPERADORES DE EQUIPAMENTOS DE ELEVAÇÃO E DE MOVIMENTAÇÃO DE CARGAS";"Motoristas de veículos de pequeno e médio porte"
"782405";"Motorista de ônibus rodoviário";"7";"78";"782";"7824";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"CONDUTORES DE VEÍCULOS E OPERADORES DE EQUIPAMENTOS DE ELEVAÇÃO E DE MOVIMENTAÇÃO DE CARGAS";"Motoristas de ônibus urbanos, metropolitanos e rodoviários"
"782410";"Motorista de ônibus urbano";"7";"78";"782";"7824";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"CONDUTORES DE VEÍCULOS E OPERADORES DE EQUIPAMENTOS DE ELEVAÇÃO E DE MOVIMENTAÇÃO DE CARGAS";"Motoristas de ônibus urbanos, metropolitanos e rodoviários"
"782415";"Motorista de trólebus";"7";"78";"782";"7824";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"CONDUTORES DE VEÍCULOS E OPERADORES DE EQUIPAMENTOS DE ELEVAÇÃO E DE MOVIMENTAÇÃO DE CARGAS";"Motoristas de ônibus urbanos, metropolitanos e rodoviários"
"782505";"Caminhoneiro autônomo (rotas regionais e internacionais)";"7";"78";"782";"7825";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"CONDUTORES DE VEÍCULOS E OPERADORES DE EQUIPAMENTOS DE ELEVAÇÃO E DE MOVIMENTAÇÃO DE CARGAS";"Motoristas de veículos de cargas em geral"
"782510";"Motorista de caminhão (rotas regionais e internacionais)";"7";"78";"782";"7825";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"CONDUTORES DE VEÍCULOS E OPERADORES DE EQUIPAMENTOS DE ELEVAÇÃO E DE MOVIMENTAÇÃO DE CARGAS";"Motoristas de veículos de cargas em geral"
"782515";"Motorista operacional de guincho";"7";"78";"782";"7825";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"CONDUTORES DE VEÍCULOS E OPERADORES DE EQUIPAMENTOS DE ELEVAÇÃO E DE MOVIMENTAÇÃO DE CARGAS";"Motoristas de veículos de cargas em geral"
"782605";"Operador de trem de metrô";"7";"78";"782";"7826";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"CONDUTORES DE VEÍCULOS E OPERADORES DE EQUIPAMENTOS DE ELEVAÇÃO E DE MOVIMENTAÇÃO DE CARGAS";"Operadores de veículos sobre trilhos e cabos aéreos"
"782610";"Maquinista de trem";"7";"78";"782";"7826";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"CONDUTORES DE VEÍCULOS E OPERADORES DE EQUIPAMENTOS DE ELEVAÇÃO E DE MOVIMENTAÇÃO DE CARGAS";"Operadores de veículos sobre trilhos e cabos aéreos"
"782615";"Maquinista de trem metropolitano";"7";"78";"782";"7826";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"CONDUTORES DE VEÍCULOS E OPERADORES DE EQUIPAMENTOS DE ELEVAÇÃO E DE MOVIMENTAÇÃO DE CARGAS";"Operadores de veículos sobre trilhos e cabos aéreos"
"782620";"Motorneiro";"7";"78";"782";"7826";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"CONDUTORES DE VEÍCULOS E OPERADORES DE EQUIPAMENTOS DE ELEVAÇÃO E DE MOVIMENTAÇÃO DE CARGAS";"Operadores de veículos sobre trilhos e cabos aéreos"
"782625";"Auxiliar de maquinista de trem";"7";"78";"782";"7826";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"CONDUTORES DE VEÍCULOS E OPERADORES DE EQUIPAMENTOS DE ELEVAÇÃO E DE MOVIMENTAÇÃO DE CARGAS";"Operadores de veículos sobre trilhos e cabos aéreos"
"782630";"Operador de teleférico (passageiros)";"7";"78";"782";"7826";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"CONDUTORES DE VEÍCULOS E OPERADORES DE EQUIPAMENTOS DE ELEVAÇÃO E DE MOVIMENTAÇÃO DE CARGAS";"Operadores de veículos sobre trilhos e cabos aéreos"
"782705";"Marinheiro de convés (marítimo e fluviário)";"7";"78";"782";"7827";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"CONDUTORES DE VEÍCULOS E OPERADORES DE EQUIPAMENTOS DE ELEVAÇÃO E DE MOVIMENTAÇÃO DE CARGAS";"Trabalhadores aquaviários"
"782710";"Marinheiro de máquinas";"7";"78";"782";"7827";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"CONDUTORES DE VEÍCULOS E OPERADORES DE EQUIPAMENTOS DE ELEVAÇÃO E DE MOVIMENTAÇÃO DE CARGAS";"Trabalhadores aquaviários"
"782715";"Moço de convés (marítimo e fluviário)";"7";"78";"782";"7827";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"CONDUTORES DE VEÍCULOS E OPERADORES DE EQUIPAMENTOS DE ELEVAÇÃO E DE MOVIMENTAÇÃO DE CARGAS";"Trabalhadores aquaviários"
"782720";"Moço de máquinas (marítimo e fluviário)";"7";"78";"782";"7827";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"CONDUTORES DE VEÍCULOS E OPERADORES DE EQUIPAMENTOS DE ELEVAÇÃO E DE MOVIMENTAÇÃO DE CARGAS";"Trabalhadores aquaviários"
"782725";"Marinheiro de esporte e recreio";"7";"78";"782";"7827";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"CONDUTORES DE VEÍCULOS E OPERADORES DE EQUIPAMENTOS DE ELEVAÇÃO E DE MOVIMENTAÇÃO DE CARGAS";"Trabalhadores aquaviários"
"782730";"Marinheiro auxiliar de convés (marítimo e aquaviario)";"7";"78";"782";"7827";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"CONDUTORES DE VEÍCULOS E OPERADORES DE EQUIPAMENTOS DE ELEVAÇÃO E DE MOVIMENTAÇÃO DE CARGAS";"Trabalhadores aquaviários"
"782735";"Marinheiro auxiliar de máquinas (marítimo e aquaviário)";"7";"78";"782";"7827";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"CONDUTORES DE VEÍCULOS E OPERADORES DE EQUIPAMENTOS DE ELEVAÇÃO E DE MOVIMENTAÇÃO DE CARGAS";"Trabalhadores aquaviários"
"782805";"Condutor de veículos de tração animal (ruas e estradas)";"7";"78";"782";"7828";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"CONDUTORES DE VEÍCULOS E OPERADORES DE EQUIPAMENTOS DE ELEVAÇÃO E DE MOVIMENTAÇÃO DE CARGAS";"Condutores de animais e de veículos de tração animal e pedais"
"782810";"Tropeiro";"7";"78";"782";"7828";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"CONDUTORES DE VEÍCULOS E OPERADORES DE EQUIPAMENTOS DE ELEVAÇÃO E DE MOVIMENTAÇÃO DE CARGAS";"Condutores de animais e de veículos de tração animal e pedais"
"782815";"Boiadeiro";"7";"78";"782";"7828";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"CONDUTORES DE VEÍCULOS E OPERADORES DE EQUIPAMENTOS DE ELEVAÇÃO E DE MOVIMENTAÇÃO DE CARGAS";"Condutores de animais e de veículos de tração animal e pedais"
"782820";"Condutor de veículos a pedais";"7";"78";"782";"7828";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"CONDUTORES DE VEÍCULOS E OPERADORES DE EQUIPAMENTOS DE ELEVAÇÃO E DE MOVIMENTAÇÃO DE CARGAS";"Condutores de animais e de veículos de tração animal e pedais"
"783105";"Agente de pátio";"7";"78";"783";"7831";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"TRABALHADORES DE MANOBRAS SOBRE TRILHOS E MOVIMENTAÇÃO E CARGAS";"Trabalhadores de manobras de transportes sobre trilhos"
"783110";"Manobrador";"7";"78";"783";"7831";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"TRABALHADORES DE MANOBRAS SOBRE TRILHOS E MOVIMENTAÇÃO E CARGAS";"Trabalhadores de manobras de transportes sobre trilhos"
"783205";"Carregador (aeronaves)";"7";"78";"783";"7832";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"TRABALHADORES DE MANOBRAS SOBRE TRILHOS E MOVIMENTAÇÃO E CARGAS";"Trabalhadores de cargas e descargas de mercadorias"
"783210";"Carregador (armazém)";"7";"78";"783";"7832";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"TRABALHADORES DE MANOBRAS SOBRE TRILHOS E MOVIMENTAÇÃO E CARGAS";"Trabalhadores de cargas e descargas de mercadorias"
"783215";"Carregador (veículos de transportes terrestres)";"7";"78";"783";"7832";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"TRABALHADORES DE MANOBRAS SOBRE TRILHOS E MOVIMENTAÇÃO E CARGAS";"Trabalhadores de cargas e descargas de mercadorias"
"783220";"Estivador";"7";"78";"783";"7832";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"TRABALHADORES DE MANOBRAS SOBRE TRILHOS E MOVIMENTAÇÃO E CARGAS";"Trabalhadores de cargas e descargas de mercadorias"
"783225";"Ajudante de motorista";"7";"78";"783";"7832";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"TRABALHADORES DE MANOBRAS SOBRE TRILHOS E MOVIMENTAÇÃO E CARGAS";"Trabalhadores de cargas e descargas de mercadorias"
"783230";"Bloqueiro (trabalhador portuário)";"7";"78";"783";"7832";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"TRABALHADORES DE MANOBRAS SOBRE TRILHOS E MOVIMENTAÇÃO E CARGAS";"Trabalhadores de cargas e descargas de mercadorias"
"783235";"Trabalhador portuário de capatazia";"7";"78";"783";"7832";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"TRABALHADORES DE MANOBRAS SOBRE TRILHOS E MOVIMENTAÇÃO E CARGAS";"Trabalhadores de cargas e descargas de mercadorias"
"783240";"Amarrador e desamarrado de embarcações";"7";"78";"783";"7832";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"TRABALHADORES DE MANOBRAS SOBRE TRILHOS E MOVIMENTAÇÃO E CARGAS";"Trabalhadores de cargas e descargas de mercadorias"
"784105";"Embalador, a mão";"7";"78";"784";"7841";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"EMBALADORES E ALIMENTADORES DE PRODUÇÃO";"Trabalhadores de embalagem e de etiquetagem"
"784110";"Embalador, a máquina";"7";"78";"784";"7841";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"EMBALADORES E ALIMENTADORES DE PRODUÇÃO";"Trabalhadores de embalagem e de etiquetagem"
"784115";"Operador de máquina de etiquetar";"7";"78";"784";"7841";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"EMBALADORES E ALIMENTADORES DE PRODUÇÃO";"Trabalhadores de embalagem e de etiquetagem"
"784120";"Operador de máquina de envasar líquidos";"7";"78";"784";"7841";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"EMBALADORES E ALIMENTADORES DE PRODUÇÃO";"Trabalhadores de embalagem e de etiquetagem"
"784125";"Operador de prensa de enfardamento";"7";"78";"784";"7841";"TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS";"TRABALHADORES DE FUNÇÕES TRANSVERSAIS";"EMBALADORES E ALIMENTADORES DE PRODUÇÃO";"Trabalhadores de embalagem e de etiquetagem"
