"cboocupacao2002";"cnae_classe";"cnae_divisao";"cnae_grupo";"nome_cbo_ocupacao";"nome_cnae_classe";"setor_ibge";"vinculos"
"517330";"46796";"46";"467";"Vigilante";"Comércio atacadista especializado de materiais de construção não especificados anteriormente e de materiais de construção em geral";"3 - Comércio";"1"
"517330";"46915";"46";"469";"Vigilante";"Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios";"3 - Comércio";"13"
"517330";"46931";"46";"469";"Vigilante";"Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários";"3 - Comércio";"6"
"517330";"47113";"47";"471";"Vigilante";"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados";"3 - Comércio";"45"
"517330";"47121";"47";"471";"Vigilante";"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns";"3 - Comércio";"2"
"517330";"47211";"47";"472";"Vigilante";"Comércio varejista de produtos de padaria, laticínio, doces, balas e semelhantes";"3 - Comércio";"5"
"517330";"47237";"47";"472";"Vigilante";"Comércio varejista de bebidas";"3 - Comércio";"1"
"517330";"47318";"47";"473";"Vigilante";"Comércio varejista de combustíveis para veículos automotores";"3 - Comércio";"1"
"517330";"47440";"47";"474";"Vigilante";"Comércio varejista de ferragens, madeira e materiais de construção";"3 - Comércio";"2"
"517330";"47512";"47";"475";"Vigilante";"Comércio varejista especializado de equipamentos e suprimentos de informática";"3 - Comércio";"1"
"517330";"47555";"47";"475";"Vigilante";"Comércio varejista especializado de tecidos e artigos de cama, mesa e banho";"3 - Comércio";"1"
"517330";"47598";"47";"475";"Vigilante";"Comércio varejista de artigos de uso doméstico não especificados anteriormente";"3 - Comércio";"3"
"517330";"47610";"47";"476";"Vigilante";"Comércio varejista de livros, jornais, revistas e papelaria";"3 - Comércio";"2"
"517330";"47890";"47";"478";"Vigilante";"Comércio varejista de outros produtos novos não especificados anteriormente";"3 - Comércio";"1"
"517330";"49213";"49";"492";"Vigilante";"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal e em região metropolitana";"4 - Serviços";"2"
"517330";"49221";"49";"492";"Vigilante";"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, interestadual e internacional";"4 - Serviços";"1"
"517330";"49302";"49";"493";"Vigilante";"Transporte rodoviário de carga";"4 - Serviços";"5"
"517330";"52125";"52";"521";"Vigilante";"Carga e descarga";"4 - Serviços";"2"
"517330";"52231";"52";"522";"Vigilante";"Estacionamento de veículos";"4 - Serviços";"4"
"517330";"52508";"52";"525";"Vigilante";"Atividades relacionadas à organização do transporte de carga";"4 - Serviços";"7"
"517330";"56112";"56";"561";"Vigilante";"Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"4 - Serviços";"8"
"517330";"56201";"56";"562";"Vigilante";"Serviços de catering, bufê e outros serviços de comida preparada";"1 - Indústria";"4"
"517330";"60217";"60";"602";"Vigilante";"Atividades de televisão aberta";"4 - Serviços";"1"
"517330";"61302";"61";"613";"Vigilante";"Telecomunicações por satélite";"4 - Serviços";"1"
"517330";"64239";"64";"642";"Vigilante";"Caixas econômicas";"4 - Serviços";"8"
"517330";"64999";"64";"649";"Vigilante";"Outras atividades de serviços financeiros não especificadas anteriormente";"4 - Serviços";"1"
"517330";"68226";"68";"682";"Vigilante";"Gestão e administração da propriedade imobiliária";"4 - Serviços";"4"
"517330";"69125";"69";"691";"Vigilante";"Cartórios";"4 - Serviços";"1"
"517330";"70204";"70";"702";"Vigilante";"Atividades de consultoria em gestão empresarial";"4 - Serviços";"1"
"517330";"71111";"71";"711";"Vigilante";"Serviços de arquitetura";"4 - Serviços";"1"
"517330";"71120";"71";"711";"Vigilante";"Serviços de engenharia";"4 - Serviços";"1"
"517330";"78205";"78";"782";"Vigilante";"Locação de mão-de-obra temporária";"4 - Serviços";"4"
"517330";"80111";"80";"801";"Vigilante";"Atividades de vigilância e segurança privada";"4 - Serviços";"18810"
"517330";"80129";"80";"801";"Vigilante";"Atividades de transporte de valores";"4 - Serviços";"436"
"517330";"80200";"80";"802";"Vigilante";"Atividades de monitoramento de sistemas de segurança";"4 - Serviços";"2"
"517330";"81117";"81";"811";"Vigilante";"Serviços combinados para apoio a edifícios, exceto condomínios prediais";"4 - Serviços";"4"
"517330";"81125";"81";"811";"Vigilante";"Condomínios prediais";"4 - Serviços";"331"
"517330";"81214";"81";"812";"Vigilante";"Limpeza em prédios e em domicílios";"4 - Serviços";"24"
"517330";"82113";"82";"821";"Vigilante";"Serviços combinados de escritório e apoio administrativo";"4 - Serviços";"10"
"517330";"82202";"82";"822";"Vigilante";"Atividades de teleatendimento";"4 - Serviços";"1"
"517330";"82300";"82";"823";"Vigilante";"Atividades de organização de eventos, exceto culturais e esportivos";"4 - Serviços";"2"
"517330";"82997";"82";"829";"Vigilante";"Atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"4 - Serviços";"4"
"517330";"84116";"84";"841";"Vigilante";"Administração pública em geral";"4 - Serviços";"655"
"517330";"84221";"84";"842";"Vigilante";"Defesa";"4 - Serviços";"46"
"517330";"84230";"84";"842";"Vigilante";"Justiça";"4 - Serviços";"82"
"517330";"84248";"84";"842";"Vigilante";"Segurança e ordem pública";"4 - Serviços";"6"
"517330";"85112";"85";"851";"Vigilante";"Educação infantil - creche";"4 - Serviços";"9"
"517330";"85139";"85";"851";"Vigilante";"Ensino fundamental";"4 - Serviços";"8"
"517330";"85201";"85";"852";"Vigilante";"Ensino médio";"4 - Serviços";"15"
"517330";"85317";"85";"853";"Vigilante";"Educação superior - graduação";"4 - Serviços";"34"
"517330";"85325";"85";"853";"Vigilante";"Educação superior - graduação e pós-graduação";"4 - Serviços";"89"
"517330";"85333";"85";"853";"Vigilante";"Educação superior - pós-graduação e extensão";"4 - Serviços";"1"
"517330";"85929";"85";"859";"Vigilante";"Ensino de arte e cultura";"4 - Serviços";"1"
"517330";"85996";"85";"859";"Vigilante";"Atividades de ensino não especificadas anteriormente";"4 - Serviços";"4"
"517330";"86101";"86";"861";"Vigilante";"Atividades de atendimento hospitalar";"4 - Serviços";"43"
"517330";"86305";"86";"863";"Vigilante";"Atividades de atenção ambulatorial executadas por médicos e odontólogos";"4 - Serviços";"2"
"517330";"90019";"90";"900";"Vigilante";"Artes cênicas, espetáculos e atividades complementares";"4 - Serviços";"2"
"517330";"90035";"90";"900";"Vigilante";"Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas";"4 - Serviços";"1"
"517330";"93123";"93";"931";"Vigilante";"Clubes sociais, esportivos e similares";"4 - Serviços";"1"
"517330";"93298";"93";"932";"Vigilante";"Atividades de recreação e lazer não especificadas anteriormente";"4 - Serviços";"19"
"517330";"94308";"94";"943";"Vigilante";"Atividades de associações de defesa de direitos sociais";"4 - Serviços";"23"
"517330";"94910";"94";"949";"Vigilante";"Atividades de organizações religiosas";"4 - Serviços";"3"
"517330";"94995";"94";"949";"Vigilante";"Atividades associativas não especificadas anteriormente";"4 - Serviços";"5"
"517330";"95118";"95";"951";"Vigilante";"Reparação e manutenção de computadores e de equipamentos periféricos";"4 - Serviços";"4"
"517330";"99008";"99";"990";"Vigilante";"Organismos internacionais e outras instituições extraterritoriais";"4 - Serviços";"46"
"519305";"10121";"10";"101";"Auxiliar de veterinário";"Abate de suínos, aves e outros pequenos animais";"1 - Indústria";"1"
"519305";"43215";"43";"432";"Auxiliar de veterinário";"Instalações elétricas";"2 - Construção Civil";"2"
"519305";"47717";"47";"477";"Auxiliar de veterinário";"Comércio varejista de produtos farmacêuticos para uso humano e veterinário";"3 - Comércio";"3"
"519305";"47890";"47";"478";"Auxiliar de veterinário";"Comércio varejista de outros produtos novos não especificados anteriormente";"3 - Comércio";"50"
"519305";"49302";"49";"493";"Auxiliar de veterinário";"Transporte rodoviário de carga";"4 - Serviços";"1"
"519305";"75001";"75";"750";"Auxiliar de veterinário";"Atividades veterinárias";"4 - Serviços";"121"
"519305";"81214";"81";"812";"Auxiliar de veterinário";"Limpeza em prédios e em domicílios";"4 - Serviços";"1"
"519305";"85325";"85";"853";"Auxiliar de veterinário";"Educação superior - graduação e pós-graduação";"4 - Serviços";"4"
"519305";"86402";"86";"864";"Auxiliar de veterinário";"Atividades de serviços de complementação diagnóstica e terapêutica";"4 - Serviços";"1"
"519305";"96092";"96";"960";"Auxiliar de veterinário";"Atividades de serviços pessoais não especificadas anteriormente";"4 - Serviços";"9"
"521105";"10121";"10";"101";"Vendedor em comércio atacadista";"Abate de suínos, aves e outros pequenos animais";"1 - Indústria";"2"
"521105";"10139";"10";"101";"Vendedor em comércio atacadista";"Fabricação de produtos de carne";"1 - Indústria";"10"
"521105";"10201";"10";"102";"Vendedor em comércio atacadista";"Preservação do pescado e fabricação de produtos do pescado";"1 - Indústria";"7"
"521105";"10627";"10";"106";"Vendedor em comércio atacadista";"Moagem de trigo e fabricação de derivados";"1 - Indústria";"13"
"521105";"10911";"10";"109";"Vendedor em comércio atacadista";"Fabricação de produtos de panificação";"1 - Indústria";"1"
"521105";"10929";"10";"109";"Vendedor em comércio atacadista";"Fabricação de biscoitos e bolachas";"1 - Indústria";"2"
"521105";"10996";"10";"109";"Vendedor em comércio atacadista";"Fabricação de produtos alimentícios não especificados anteriormente";"1 - Indústria";"2"
"521105";"11135";"11";"111";"Vendedor em comércio atacadista";"Fabricação de malte, cervejas e chopes";"1 - Indústria";"3"
"521105";"11216";"11";"112";"Vendedor em comércio atacadista";"Fabricação de águas envasadas";"1 - Indústria";"1"
"521105";"11224";"11";"112";"Vendedor em comércio atacadista";"Fabricação de refrigerantes e de outras bebidas não-alcoólicas";"1 - Indústria";"135"
"521105";"18130";"18";"181";"Vendedor em comércio atacadista";"Impressão de materiais para outros usos";"1 - Indústria";"1"
"521105";"18211";"18";"182";"Vendedor em comércio atacadista";"Serviços de pré-impressão";"1 - Indústria";"2"
"521105";"20711";"20";"207";"Vendedor em comércio atacadista";"Fabricação de tintas, vernizes, esmaltes e lacas";"1 - Indústria";"1"
"521105";"22293";"22";"222";"Vendedor em comércio atacadista";"Fabricação de artefatos de material plástico não especificados anteriormente";"1 - Indústria";"3"
"521105";"23117";"23";"231";"Vendedor em comércio atacadista";"Fabricação de vidro plano e de segurança";"1 - Indústria";"7"
"521105";"23192";"23";"231";"Vendedor em comércio atacadista";"Fabricação de artigos de vidro";"1 - Indústria";"1"
"521105";"23206";"23";"232";"Vendedor em comércio atacadista";"Fabricação de cimento";"1 - Indústria";"2"
"521105";"23303";"23";"233";"Vendedor em comércio atacadista";"Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes";"1 - Indústria";"2"
"521105";"23915";"23";"239";"Vendedor em comércio atacadista";"Aparelhamento e outros trabalhos em pedras";"1 - Indústria";"3"
"521105";"25110";"25";"251";"Vendedor em comércio atacadista";"Fabricação de estruturas metálicas";"1 - Indústria";"1"
"521105";"25993";"25";"259";"Vendedor em comércio atacadista";"Fabricação de produtos de metal não especificados anteriormente";"1 - Indústria";"2"
"521105";"31012";"31";"310";"Vendedor em comércio atacadista";"Fabricação de móveis com predominância de madeira";"1 - Indústria";"1"
"521105";"33121";"33";"331";"Vendedor em comércio atacadista";"Manutenção e reparação de equipamentos eletrônicos e ópticos";"1 - Indústria";"1"
"521105";"33295";"33";"332";"Vendedor em comércio atacadista";"Instalação de equipamentos não especificados anteriormente";"1 - Indústria";"1"
"521105";"38319";"38";"383";"Vendedor em comércio atacadista";"Recuperação de materiais metálicos";"1 - Indústria";"2"
"521105";"41107";"41";"411";"Vendedor em comércio atacadista";"Incorporação de empreendimentos imobiliários";"4 - Serviços";"1"
"521105";"41204";"41";"412";"Vendedor em comércio atacadista";"Construção de edifícios";"2 - Construção Civil";"2"
"521105";"42995";"42";"429";"Vendedor em comércio atacadista";"Obras de engenharia civil não especificadas anteriormente";"2 - Construção Civil";"1"
"521105";"43291";"43";"432";"Vendedor em comércio atacadista";"Obras de instalações em construções não especificadas anteriormente";"2 - Construção Civil";"1"
"521105";"43304";"43";"433";"Vendedor em comércio atacadista";"Obras de acabamento";"2 - Construção Civil";"1"
"521105";"43991";"43";"439";"Vendedor em comércio atacadista";"Serviços especializados para construção não especificados anteriormente";"2 - Construção Civil";"4"
"521105";"45111";"45";"451";"Vendedor em comércio atacadista";"Comércio a varejo e por atacado de veículos automotores";"3 - Comércio";"14"
"521105";"45129";"45";"451";"Vendedor em comércio atacadista";"Representantes comerciais e agentes do comércio de veículos automotores";"3 - Comércio";"1"
"521105";"45200";"45";"452";"Vendedor em comércio atacadista";"Manutenção e reparação de veículos automotores";"3 - Comércio";"3"
"521105";"45307";"45";"453";"Vendedor em comércio atacadista";"Comércio de peças e acessórios para veículos automotores";"3 - Comércio";"182"
"521105";"45412";"45";"454";"Vendedor em comércio atacadista";"Comércio por atacado e a varejo de motocicletas, peças e acessórios";"3 - Comércio";"5"
"521105";"45439";"45";"454";"Vendedor em comércio atacadista";"Manutenção e reparação de motocicletas";"3 - Comércio";"2"
"521105";"46150";"46";"461";"Vendedor em comércio atacadista";"Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico";"3 - Comércio";"1"
"521105";"46176";"46";"461";"Vendedor em comércio atacadista";"Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo";"3 - Comércio";"8"
"521105";"46231";"46";"462";"Vendedor em comércio atacadista";"Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja";"3 - Comércio";"30"
"521105";"46311";"46";"463";"Vendedor em comércio atacadista";"Comércio atacadista de leite e laticínios";"3 - Comércio";"19"
"521105";"46320";"46";"463";"Vendedor em comércio atacadista";"Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas";"3 - Comércio";"10"
"521105";"46338";"46";"463";"Vendedor em comércio atacadista";"Comércio atacadista de hortifrutigranjeiros";"3 - Comércio";"34"
"521105";"46346";"46";"463";"Vendedor em comércio atacadista";"Comércio atacadista de carnes, produtos da carne e pescado";"3 - Comércio";"30"
"521105";"46354";"46";"463";"Vendedor em comércio atacadista";"Comércio atacadista de bebidas";"3 - Comércio";"81"
"521105";"46362";"46";"463";"Vendedor em comércio atacadista";"Comércio atacadista de produtos do fumo";"3 - Comércio";"1"
"521105";"46371";"46";"463";"Vendedor em comércio atacadista";"Comércio atacadista especializado em produtos alimentícios não especificados anteriormente";"3 - Comércio";"40"
"521105";"46397";"46";"463";"Vendedor em comércio atacadista";"Comércio atacadista de produtos alimentícios em geral";"3 - Comércio";"42"
"521105";"46419";"46";"464";"Vendedor em comércio atacadista";"Comércio atacadista de tecidos, artefatos de tecidos e de armarinho";"3 - Comércio";"5"
"521105";"46427";"46";"464";"Vendedor em comércio atacadista";"Comércio atacadista de artigos do vestuário e acessórios";"3 - Comércio";"7"
"521105";"46435";"46";"464";"Vendedor em comércio atacadista";"Comércio atacadista de calçados e artigos de viagem";"3 - Comércio";"2"
"521105";"46443";"46";"464";"Vendedor em comércio atacadista";"Comércio atacadista de produtos farmacêuticos para uso humano e veterinário";"3 - Comércio";"19"
"521105";"46451";"46";"464";"Vendedor em comércio atacadista";"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico";"3 - Comércio";"17"
"521105";"46460";"46";"464";"Vendedor em comércio atacadista";"Comércio atacadista de cosméticos, produtos de perfumaria e de higiene pessoal";"3 - Comércio";"32"
"521105";"46478";"46";"464";"Vendedor em comércio atacadista";"Comércio atacadista de artigos de escritório e de papelaria; livros, jornais e outras publicações";"3 - Comércio";"11"
"521105";"46494";"46";"464";"Vendedor em comércio atacadista";"Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente";"3 - Comércio";"59"
"521105";"46516";"46";"465";"Vendedor em comércio atacadista";"Comércio atacadista de computadores, periféricos e suprimentos de informática";"3 - Comércio";"28"
"521105";"46524";"46";"465";"Vendedor em comércio atacadista";"Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação";"3 - Comércio";"2"
"521105";"46613";"46";"466";"Vendedor em comércio atacadista";"Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças";"3 - Comércio";"2"
"521105";"46648";"46";"466";"Vendedor em comércio atacadista";"Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças";"3 - Comércio";"4"
"521105";"46656";"46";"466";"Vendedor em comércio atacadista";"Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças";"3 - Comércio";"1"
"521105";"46711";"46";"467";"Vendedor em comércio atacadista";"Comércio atacadista de madeira e produtos derivados";"3 - Comércio";"2"
"521105";"46729";"46";"467";"Vendedor em comércio atacadista";"Comércio atacadista de ferragens e ferramentas";"3 - Comércio";"27"
"521105";"46737";"46";"467";"Vendedor em comércio atacadista";"Comércio atacadista de material elétrico";"3 - Comércio";"40"
"521105";"46796";"46";"467";"Vendedor em comércio atacadista";"Comércio atacadista especializado de materiais de construção não especificados anteriormente e de materiais de construção em geral";"3 - Comércio";"107"
"521105";"46818";"46";"468";"Vendedor em comércio atacadista";"Comércio atacadista de combustíveis sólidos, líquidos e gasosos, exceto gás natural e GLP";"3 - Comércio";"15"
"521105";"46834";"46";"468";"Vendedor em comércio atacadista";"Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo";"3 - Comércio";"1"
"521105";"46869";"46";"468";"Vendedor em comércio atacadista";"Comércio atacadista de papel e papelão em bruto e de embalagens";"3 - Comércio";"12"
"521105";"46877";"46";"468";"Vendedor em comércio atacadista";"Comércio atacadista de resíduos e sucatas";"3 - Comércio";"2"
"521105";"46915";"46";"469";"Vendedor em comércio atacadista";"Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios";"3 - Comércio";"42"
"521105";"46931";"46";"469";"Vendedor em comércio atacadista";"Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários";"3 - Comércio";"21"
"521105";"47113";"47";"471";"Vendedor em comércio atacadista";"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados";"3 - Comércio";"1"
"521105";"47121";"47";"471";"Vendedor em comércio atacadista";"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns";"3 - Comércio";"11"
"521105";"47211";"47";"472";"Vendedor em comércio atacadista";"Comércio varejista de produtos de padaria, laticínio, doces, balas e semelhantes";"3 - Comércio";"9"
"521105";"47211";"47";"472";"Vendedor em comércio atacadista";"Comércio varejista de produtos de padaria, laticínio, doces, balas e semelhantes";"4 - Serviços";"2"
"521105";"47237";"47";"472";"Vendedor em comércio atacadista";"Comércio varejista de bebidas";"3 - Comércio";"10"
"521105";"47245";"47";"472";"Vendedor em comércio atacadista";"Comércio varejista de hortifrutigranjeiros";"3 - Comércio";"3"
"521105";"47296";"47";"472";"Vendedor em comércio atacadista";"Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente; produtos do fumo";"3 - Comércio";"19"
"521105";"47318";"47";"473";"Vendedor em comércio atacadista";"Comércio varejista de combustíveis para veículos automotores";"3 - Comércio";"1"
"521105";"47326";"47";"473";"Vendedor em comércio atacadista";"Comércio varejista de lubrificantes";"3 - Comércio";"7"
"521105";"47415";"47";"474";"Vendedor em comércio atacadista";"Comércio varejista de tintas e materiais para pintura";"3 - Comércio";"3"
"521105";"47423";"47";"474";"Vendedor em comércio atacadista";"Comércio varejista de material elétrico";"3 - Comércio";"10"
"521105";"47431";"47";"474";"Vendedor em comércio atacadista";"Comércio varejista de vidros";"3 - Comércio";"5"
"521105";"47440";"47";"474";"Vendedor em comércio atacadista";"Comércio varejista de ferragens, madeira e materiais de construção";"3 - Comércio";"39"
"521105";"47512";"47";"475";"Vendedor em comércio atacadista";"Comércio varejista especializado de equipamentos e suprimentos de informática";"3 - Comércio";"5"
"521105";"47521";"47";"475";"Vendedor em comércio atacadista";"Comércio varejista especializado de equipamentos de telefonia e comunicação";"3 - Comércio";"35"
"521105";"47539";"47";"475";"Vendedor em comércio atacadista";"Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo";"3 - Comércio";"4"
"521105";"47547";"47";"475";"Vendedor em comércio atacadista";"Comércio varejista especializado de móveis, colchoaria e artigos de iluminação";"3 - Comércio";"43"
"521105";"47555";"47";"475";"Vendedor em comércio atacadista";"Comércio varejista especializado de tecidos e artigos de cama, mesa e banho";"3 - Comércio";"15"
"521105";"47563";"47";"475";"Vendedor em comércio atacadista";"Comércio varejista especializado de instrumentos musicais e acessórios";"3 - Comércio";"4"
"521105";"47571";"47";"475";"Vendedor em comércio atacadista";"Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação";"3 - Comércio";"1"
"521105";"47598";"47";"475";"Vendedor em comércio atacadista";"Comércio varejista de artigos de uso doméstico não especificados anteriormente";"3 - Comércio";"12"
"521105";"47610";"47";"476";"Vendedor em comércio atacadista";"Comércio varejista de livros, jornais, revistas e papelaria";"3 - Comércio";"36"
"521105";"47636";"47";"476";"Vendedor em comércio atacadista";"Comércio varejista de artigos recreativos e esportivos";"3 - Comércio";"11"
"521105";"47717";"47";"477";"Vendedor em comércio atacadista";"Comércio varejista de produtos farmacêuticos para uso humano e veterinário";"3 - Comércio";"14"
"521105";"47725";"47";"477";"Vendedor em comércio atacadista";"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal";"3 - Comércio";"22"
"521105";"47733";"47";"477";"Vendedor em comércio atacadista";"Comércio varejista de artigos médicos e ortopédicos";"3 - Comércio";"6"
"521105";"47741";"47";"477";"Vendedor em comércio atacadista";"Comércio varejista de artigos de óptica";"3 - Comércio";"33"
"521105";"47814";"47";"478";"Vendedor em comércio atacadista";"Comércio varejista de artigos do vestuário e acessórios";"3 - Comércio";"103"
"521105";"47822";"47";"478";"Vendedor em comércio atacadista";"Comércio varejista de calçados e artigos de viagem";"3 - Comércio";"21"
"521105";"47831";"47";"478";"Vendedor em comércio atacadista";"Comércio varejista de jóias e relógios";"3 - Comércio";"7"
"521105";"47857";"47";"478";"Vendedor em comércio atacadista";"Comércio varejista de artigos usados";"3 - Comércio";"4"
"521105";"47890";"47";"478";"Vendedor em comércio atacadista";"Comércio varejista de outros produtos novos não especificados anteriormente";"3 - Comércio";"71"
"521105";"49302";"49";"493";"Vendedor em comércio atacadista";"Transporte rodoviário de carga";"4 - Serviços";"43"
"521105";"52117";"52";"521";"Vendedor em comércio atacadista";"Armazenamento";"4 - Serviços";"5"
"521105";"52508";"52";"525";"Vendedor em comércio atacadista";"Atividades relacionadas à organização do transporte de carga";"4 - Serviços";"15"
"521105";"56112";"56";"561";"Vendedor em comércio atacadista";"Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"4 - Serviços";"9"
"521105";"56121";"56";"561";"Vendedor em comércio atacadista";"Serviços ambulantes de alimentação";"4 - Serviços";"2"
"521105";"56201";"56";"562";"Vendedor em comércio atacadista";"Serviços de catering, bufê e outros serviços de comida preparada";"1 - Indústria";"7"
"521105";"58115";"58";"581";"Vendedor em comércio atacadista";"Edição de livros";"1 - Indústria";"2"
"521105";"58298";"58";"582";"Vendedor em comércio atacadista";"Edição integrada à impressão de cadastros, listas e outros produtos gráficos";"1 - Indústria";"1"
"521105";"61108";"61";"611";"Vendedor em comércio atacadista";"Telecomunicações por fio";"4 - Serviços";"1"
"521105";"63194";"63";"631";"Vendedor em comércio atacadista";"Portais, provedores de conteúdo e outros serviços de informação na internet";"4 - Serviços";"1"
"521105";"68102";"68";"681";"Vendedor em comércio atacadista";"Atividades imobiliárias de imóveis próprios";"4 - Serviços";"6"
"521105";"68218";"68";"682";"Vendedor em comércio atacadista";"Intermediação na compra, venda e aluguel de imóveis";"4 - Serviços";"2"
"521105";"70204";"70";"702";"Vendedor em comércio atacadista";"Atividades de consultoria em gestão empresarial";"4 - Serviços";"10"
"521105";"73190";"73";"731";"Vendedor em comércio atacadista";"Atividades de publicidade não especificadas anteriormente";"4 - Serviços";"4"
"521105";"77110";"77";"771";"Vendedor em comércio atacadista";"Locação de automóveis sem condutor";"4 - Serviços";"11"
"521105";"77217";"77";"772";"Vendedor em comércio atacadista";"Aluguel de equipamentos recreativos e esportivos";"4 - Serviços";"2"
"521105";"77233";"77";"772";"Vendedor em comércio atacadista";"Aluguel de objetos do vestuário, jóias e acessórios";"4 - Serviços";"2"
"521105";"77322";"77";"773";"Vendedor em comércio atacadista";"Aluguel de máquinas e equipamentos para construção sem operador";"4 - Serviços";"4"
"521105";"77331";"77";"773";"Vendedor em comércio atacadista";"Aluguel de máquinas e equipamentos para escritório";"4 - Serviços";"1"
"521105";"77390";"77";"773";"Vendedor em comércio atacadista";"Aluguel de máquinas e equipamentos não especificados anteriormente";"4 - Serviços";"1"
"521105";"77403";"77";"774";"Vendedor em comércio atacadista";"Gestão de ativos intangíveis não-financeiros";"4 - Serviços";"6"
"521105";"78205";"78";"782";"Vendedor em comércio atacadista";"Locação de mão-de-obra temporária";"4 - Serviços";"8"
"521105";"78302";"78";"783";"Vendedor em comércio atacadista";"Fornecimento e gestão de recursos humanos para terceiros";"4 - Serviços";"4"
"521105";"79112";"79";"791";"Vendedor em comércio atacadista";"Agências de viagens";"4 - Serviços";"8"
"521105";"79902";"79";"799";"Vendedor em comércio atacadista";"Serviços de reservas e outros serviços de turismo não especificados anteriormente";"4 - Serviços";"2"
"521105";"80200";"80";"802";"Vendedor em comércio atacadista";"Atividades de monitoramento de sistemas de segurança";"4 - Serviços";"3"
"521105";"81214";"81";"812";"Vendedor em comércio atacadista";"Limpeza em prédios e em domicílios";"4 - Serviços";"1"
"521105";"82113";"82";"821";"Vendedor em comércio atacadista";"Serviços combinados de escritório e apoio administrativo";"4 - Serviços";"103"
"521105";"82199";"82";"821";"Vendedor em comércio atacadista";"Fotocópias, preparação de documentos e outros serviços especializados de apoio administrativo";"4 - Serviços";"25"
"521105";"82300";"82";"823";"Vendedor em comércio atacadista";"Atividades de organização de eventos, exceto culturais e esportivos";"4 - Serviços";"3"
"521105";"82997";"82";"829";"Vendedor em comércio atacadista";"Atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"4 - Serviços";"45"
"521105";"85112";"85";"851";"Vendedor em comércio atacadista";"Educação infantil - creche";"4 - Serviços";"1"
"521105";"85317";"85";"853";"Vendedor em comércio atacadista";"Educação superior - graduação";"4 - Serviços";"5"
"521105";"85325";"85";"853";"Vendedor em comércio atacadista";"Educação superior - graduação e pós-graduação";"4 - Serviços";"1"
"521105";"85911";"85";"859";"Vendedor em comércio atacadista";"Ensino de esportes";"4 - Serviços";"4"
"521105";"85996";"85";"859";"Vendedor em comércio atacadista";"Atividades de ensino não especificadas anteriormente";"4 - Serviços";"6"
"521105";"86305";"86";"863";"Vendedor em comércio atacadista";"Atividades de atenção ambulatorial executadas por médicos e odontólogos";"4 - Serviços";"5"
"521105";"86500";"86";"865";"Vendedor em comércio atacadista";"Atividades de profissionais da área de saúde, exceto médicos e odontólogos";"4 - Serviços";"3"
"521105";"93131";"93";"931";"Vendedor em comércio atacadista";"Atividades de condicionamento físico";"4 - Serviços";"5"
"521105";"94910";"94";"949";"Vendedor em comércio atacadista";"Atividades de organizações religiosas";"4 - Serviços";"1"
"521105";"95118";"95";"951";"Vendedor em comércio atacadista";"Reparação e manutenção de computadores e de equipamentos periféricos";"4 - Serviços";"1"
"521105";"95215";"95";"952";"Vendedor em comércio atacadista";"Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico";"3 - Comércio";"1"
"521105";"95291";"95";"952";"Vendedor em comércio atacadista";"Reparação e manutenção de objetos e equipamentos pessoais e domésticos não especificados anteriormente";"3 - Comércio";"1"
